"id","title","slug","description","platform","appType","primaryColor","style","additionalNotes","createdAt","updatedAt","promptCount","isFreeTier","isArchived","userId"
"83525742-a0c2-49da-b92c-febf188bfde7","Jarvis","jarvis","You are an expert full-stack web developer and designer. Create a complete modern and fully responsive personal portfolio website with advanced features.

Requirements:
• Use modern UI/UX design principles with clean, minimal, futuristic styling (dark/light mode support).  
• Built using HTML5, CSS3 (preferably Tailwind or SCSS), and JavaScript (React or Next.js preferred).  
• Include animations using GSAP, Framer Motion, or AOS for smooth transitions and scroll effects.  
• Use a component-based structure for scalability and modularity.

Pages and Features:
1. **Home Page:**
   - Hero section with name, tagline, and dynamic typing animation.
   - Smooth scroll to other sections.
   - Background with animated particles or gradient motion.
   - Navigation with highlight-on-scroll.

2. **About Page:**
   - Interactive timeline or card layout about education, experience, and skills.
   - Photo with subtle hover animation.
   - Downloadable resume button.

3. **Projects Page:**
   - Filterable project gallery (by tech stack or category).
   - On-hover 3D tilt effects for project cards.
   - Modal pop-up for project details, GitHub and Live Demo links.

4. **Skills Page:**
   - Animated skill bars or circular progress charts.
   - Grouped by Frontend, Backend, Tools, and Others.
   - Tooltip descriptions for each skill.

5. **Services Page:**
   - Stylish service cards describing what you offer (e.g., Web Development, UI/UX Design, IoT Integration).
   - Hover animations and icons.

6. **Blog Page:**
   - Dynamic blog list layout.
   - Option to fetch blogs from a markdown or Firebase backend.
   - SEO optimized meta tags and Open Graph data.

7. **Contact Page:**
   - Interactive form with live validation.
   - Integration with EmailJS or a Node.js backend.
   - Google Maps embed for location preview.
   - AI chatbot-style assistant for inquiries (optional).

8. **Footer:**
   - Social media icons with hover glow.
   - Copyright text.
   - Scroll-to-top button.

Advanced Features:
• Dark/Light theme toggle saved in localStorage.  
• Smooth page transitions and lazy image loading.  
• PWA setup (Progressive Web App) for installability.  
• SEO optimization with meta tags and sitemap.  
• Analytics (Google or Plausible).  
• Fully responsive (mobile, tablet, desktop).  
• Backend-ready structure (Node.js or Firebase for contact and blog data).  
• Include favicon, manifest.json, and accessibility support (ARIA labels).

Output:
Generate all source code (HTML/CSS/JS or React components), folder structure, and sample content.  
Make the design elegant, responsive, and ready for deployment with comments explaining sections.","OTHER","WEB","#8B5CF6","Custom Style","","2025-10-20 11:41:25.977","2025-10-21 21:07:07.637","4","true","false","e8d7c90d-73e5-4bf0-8d0b-85993e7d6869"
"83545c83-0023-4d0f-b635-d2d6c1bcd7d8","smart attendance device","smart-attendance-device","""Create a smart attendance device application that allows students or employees to mark attendance digitally. The app should include user authentication (login with ID or QR code), real-time attendance recording, and a secure database to store records. It must allow administrators/teachers to view daily, weekly, and monthly reports, and users to check their own attendance history. The system should also support adding/removing users, automatic time-stamping, and sending notifications for absentees. The interface should be simple, mobile-friendly, and designed for both administrators and users, with clear dashboards and easy navigation.""","LOVABLE","MOBILE","#EF4444","Creative & Artistic","The app should support QR code scanning and/or unique ID entry for marking attendance.

Must connect with a secure database (MySQL, Firebase, or MongoDB) to store attendance logs.

Include role-based access → Admin (teachers/managers) and User (students/employees).

Provide analytics dashboard for admins: daily, weekly, and monthly reports with percentage of attendance.

Allow exporting attendance reports to Excel or PDF.

Include a notification system (email/SMS/app alert) for absent or late entries.

The design should be minimal, responsive, and mobile-first for easy use.

Future upgrade: integration with biometric/RFID devices.","2025-09-28 03:18:59.133","2025-09-28 03:19:59.42","1","true","false","5e24bc2f-2d52-4a1e-8f0c-c870d1f914c1"
"843c40ac-df2b-4ced-b8c3-6f778313b74a","m","m","chatbot","LOVABLE","WEB","#8B5CF6","Modern & Minimalist","","2025-10-28 13:12:22.307","2025-10-28 13:13:59.666","1","true","false","f8abe4ce-33a7-493c-ad71-502b9a6ea7fc"
"84959b57-2e9b-42af-a768-292bc0253ffc","Fack news detector","fack-news-detector","Create a modern, responsive website for my project Fake News Detector.

The website should have:

A clean header with the title ""Fake News Detector"" and a small tagline: ""Check the truth behind the headlines"".

A short introduction section explaining the purpose: ""This tool uses AI and Machine Learning to classify news as Real or Fake. Just paste any news headline or article and click check.""

An input box where users can paste text.

A button labeled Check Now.

A result section where the output (Real or Fake) will appear after checking.

A ""How It Works"" section with 3 points:

1. Paste any news headline or article


2. AI analyzes the text using NLP


3. Get instant result – Real or Fake



An example section with sample inputs (like: ""Aliens landed in New York yesterday"", ""Government announces new healthcare scheme"").","V0","WEB","#3B82F6","Social & Community","","2025-09-21 03:23:58.457","2025-09-21 03:28:33.088","2","true","false","3d44629c-e03b-468a-a928-7c427f61baac"
"8587befb-715b-4a8d-a946-c31e469731a8","One2One","one2one","Goal:
Build a secure, low-latency, peer-to-peer web chat app named One2One. The webapp should allow two users to connect directly via WebRTC DataChannels for realtime encrypted chat, using a lightweight Node.js + Socket.IO signaling server.

Requirements:

Frontend: React (Vite or Next.js)

Backend: Node.js + Express + Socket.IO (for signaling)

Transport: WebRTC DataChannels (for peer-to-peer messages)

Security:

Use WSS (TLS) for signaling.

Implement simple end-to-end encryption using ECDH (X25519) + symmetric AES or libsodium (XChaCha20-Poly1305).

No message logs on the server.

Features:

User joins a unique “room” (chat ID).

The app exchanges SDP offers/answers and ICE candidates via the signaling server.

Once the WebRTC connection is established, both users can chat instantly (DataChannel).

Messages are encrypted client-side and decrypted client-side.

Show connection status (connecting / connected / disconnected).

Use STUN: stun:stun.l.google.com:19302.

Provide an option to configure TURN later.

Deliverables:

Server code (server.js) — Node.js + Socket.IO signaling server.

Frontend files (React):

App.jsx — main UI for joining a room and sending messages.

webrtc.js — handles peer connection, DataChannel, and encryption logic.

Include clear comments showing where encryption and signaling occur.

Include package.json for both client and server.

Optional (stretch goals):

Add typing indicator via DataChannel.

Add message timestamps.

Add reconnect logic for dropped peers.

Add dark mode and “One2One” branding UI.","LOVABLE","HYBRID","#1f2123","Social & Community","","2025-10-28 08:43:18.266","2025-10-28 08:44:05.338","1","true","false","c093cfae-348d-4ddc-b258-bfaaad21ffd9"
"86a42c48-5379-4853-96e6-c9c482212aee","test","test","Human resource managemt, need to maintain every employee activities.","LOVABLE","WEB","#3B82F6","Modern & Minimalist","","2025-10-24 09:36:57.257","2025-10-24 09:37:44.237","1","true","false","923df3c5-8988-4462-9dd8-bf76a5a9204c"
"86e45cd2-6b34-44c3-8ce5-7d6ecca82e51","Crista","crista","The Additional Notes App is designed to help users easily create, organize, and manage their personal or academic notes in one place. This app allows users to add, edit, and delete notes quickly with a simple and user-friendly interface. Notes can be categorized by subjects or tags for easy retrieval. The app also includes a search feature, cloud synchronization, and offline access to ensure notes are always available. Users can customize themes, add reminders, and secure their notes using password protection. Additionally, the app supports voice notes and attachments, making it convenient for students and professionals alike.","LOVABLE","MOBILE","#EF4444","Gaming & Entertainment","1. User-Friendly Interface: Easy to add, edit, and delete notes.


2. Categorization: Option to organize notes by subject, date, or tags.


3. Search Functionality: Quickly find specific notes using keywords.


4. Cloud Sync: Automatic backup and synchronization across devices.


5. Offline Access: Ability to use the app without internet connection.


6. Reminders & Notifications: For important tasks or deadlines.


7. Security: Password or fingerprint lock to protect notes.


8. Customization: Change font, color themes, and layouts.


9. Export/Share Options: Share notes as PDF, text, or via email.


10. Voice Notes / Attachments: Add audio recordings or images to notes.","2025-10-23 11:12:45.25","2025-10-23 11:24:38.079","3","true","false","756b1531-2f56-48d4-a542-36be52bd5ba2"
"87848749-9260-4365-b368-c13c095659c9","kratos","kratos","space theme cafe app","OTHER","WEB","#F43F5E","E-commerce & Retail","","2025-10-10 07:04:05.87","2025-10-10 07:29:21.107","5","true","false","9d81b262-a5ca-4e02-80af-de884f05faf7"
"87a490b4-234b-4d8c-84fd-3d9c6214775c","Crp-system","crp-system","Project Overview

Name: Community Problem Reporting System
Tech: PHP, MySQL, HTML, CSS (basic)

👤 Users:

1. Public User – can report problems


2. Admin (Government) – can view & manage reports

The project must want create like manually coding in hand
And also beautiful","V0","WEB","#F97316","Corporate & Professional","The project must want create like manually coding in hand
And also beautiful","2025-11-01 20:05:11.557","2025-11-01 20:05:11.557","0","true","false","804cc9ce-aab6-4161-a986-424e63257f05"
"87ceb0dc-9c9d-4816-89c9-641ec8304604","state","state","Build a modern, responsive real estate web application for buyers, sellers, and agents.

Core Features:

Authentication: Signup, login, logout using email/Google (Firebase Auth).

Home Page: Display all property listings with search and filter options by price, location, and type. Each listing shows title, image, price, and short description.

Property Details Page: Display full property info including multiple images (from Firebase Storage), price, location, description, and owner contact info. Include a ""Save to Favorites"" button.

Dashboard Page (Seller/Agent): Add, edit, delete property listings with image upload functionality.

Profile Page (Buyer/Seller/Agent): Show user info, role, and saved favorites.

Database Structure (Firestore):

users (id, name, email, role)

properties (id, title, description, price, location, imageURL, ownerId)

favorites (id, userId, propertyId)

Design & Tech:

Built with Next.js + TailwindCSS

Fully responsive and mobile-friendly

Clean, modern UI/UX similar to top real estate websites

Firebase for backend (Firestore, Auth, Storage, Hosting)

Ready for deployment with minimal setup","BOLT","WEB","#3B82F6","Corporate & Professional","","2025-09-30 07:36:59.743","2025-09-30 07:38:09.696","1","true","false","05cf90fe-5b76-44ee-89e9-e3c9b3c42878"
"88032397-e8f5-4a3d-b8ab-832cd333b573","social capital text content","social-capital-text-content","chit fund app it is have three types there are auction , rotation , predifined","OTHER","MOBILE","#3B82F6","Corporate & Professional","","2025-10-16 12:03:14.562","2025-10-16 12:04:19.898","1","true","false","e978eebe-f8f6-426f-bb73-3dfeeea1e8bc"
"891d6995-acee-4839-9c2c-c1fa538c4c2e","CHARTBOT","chartbot","A SMART ASSISTANT THAT RESPONSE TO ANY INFORMATION ABOUT OUR COLLEGE.","LOVABLE","HYBRID","#3B82F6","Educational & Learning","Here’s a brief summary of MKCE in Karur, Tamil Nadu:

MKCE was established in 2000 by the M. Kumarasamy Health & Educational Trust with the vision of providing quality technical education. 
en.wikipedia.org
+2
mkce.ac.in
+2

It is a private autonomous institution, approved by the All India Council for Technical Education (AICTE) and affiliated to Anna University, Chennai. 
mkce.ac.in
+1

The campus is located at Thalavapalayam (Post), Karur district, Tamil Nadu. 
mkce.ac.in
+1

MKCE offers multiple undergraduate (B.Tech / B.E) and postgraduate (M.E / MBA / MCA) programs across various engineering disciplines. 
CEO Magazine
+1

The institution places strong emphasis on infrastructure and learning facilities: large campus area, well-equipped labs, WiFi/ICT enabled classrooms, etc. 
mkce.ac.in
+2
telegraphindia.com
+2

It also emphasizes student-centric and experiential learning, industry linkages, and preparing students for careers. 
mkce.ac.in
+1

According to latest data, MKCE has been accredited by the National Assessment and Accreditation Council (NAAC) with an A grade and has programmes accredited by the National Board of Accreditation (NBA). 
mkce.ac.in

It has achieved a respectable ranking range under the National Institutional Ranking Framework (NIRF) for engineering (in the 201-300 band in recent years). 
Careers360

Why it may be a good choice

Strong infrastructure and facilities mean you will get decent lab access, classrooms, and campus amenities.

Multiple engineering disciplines offered give good flexibility in branch choice.

Affiliation and accreditations add credibility.

The strategic emphasis on industry-readiness and placements could help your career path.

Things to check / keep in mind

For your specific discipline (e.g., your project area of disaster-management / smart devices), check whether the department has specialised labs or research facilities relevant to your interest.

Review the latest placement statistics for the specific branch you are considering.

Since it is a self-financed institution, check the fee structure, and any extra costs (hostel, amenities) especially if relocating.

Make sure that the autonomy, curriculum and electives align well with your plan (for example, project-based work, real-world labs).
I need a prompt for creating a college Chartbot. that response to the user input automatically like a chartbot. 
Design a good and clear chartbot. I need a prompt.","2025-10-31 05:34:10.01","2025-10-31 05:34:43.038","1","true","false","85a5e22e-c3b9-4177-8456-431beebd50ce"
"891e4c4f-b6fa-48e4-a5f7-af2a996ac1c3","Realtime rockfall Prediction","realtime-rockfall-prediction","Realtime moniter and image upload to predict , alert send via message and alarm","LOVABLE","WEB","#3B82F6","Corporate & Professional","Realtime moniter and image upload to predict , alert send via message and alarm","2025-09-20 12:57:38.501","2025-09-20 12:59:33.087","1","true","false","e2708c68-94c3-4f9b-9019-f7d1ba7af844"
"895a50e6-14c1-455e-9394-a36e9891af3b","english-learning-app","english-learning-app","## 📌 Abstract

The proposed system is a *web-based English learning application* built using the *MERN stack (MongoDB, Express.js, React.js, Node.js). The application is designed to help users improve their English language skills through daily practice and interactive tasks. The system provides two core features in its initial version: **daily word learning* and *audio-based speaking practice*.

In the *daily learning module*, users are introduced to 10 new words every day, along with their meanings and example usage. This helps learners gradually expand their vocabulary in a structured manner.

In the *speaking practice module*, users can record their voice in a podcast-style format to practice fluency and pronunciation. The recordings are stored and linked with the user’s profile, allowing them to track their progress over time.

To enhance engagement, the application includes a *progress tracking system, where users can maintain streaks by completing their daily tasks. Authentication is provided to ensure secure access, and user data such as word progress and recordings are stored in **MongoDB Atlas*.

This application is initially developed as a *Minimum Viable Product (MVP), focusing on vocabulary learning and speaking practice. In the advanced version, additional features such as **speech-to-text accuracy evaluation, **gamification through points and leaderboards, and **AI-based conversational practice* will be integrated.

The goal of this project is to provide learners with a *cross-platform, accessible, and interactive tool* for improving English proficiency, usable on both laptops and mobile browsers.

---

👉 This abstract is formal enough for a *college project submission* or documentation, but also clear about the *scope (MVP now, advanced features later).*

Do you also want me to create a *problem statement + objectives* section along with this abstract (so your report looks more complete)?","LOVABLE","WEB","#8B5CF6","Educational & Learning","","2025-10-12 14:24:37.335","2025-10-12 14:26:10.386","1","true","false","30b0933e-dd16-4c4d-b77d-a1de5b6b9ca8"
"8a06f817-64b3-4b50-866f-adf87b3ec72e","XAI","xai","To build an AI-powered system that can diagnose brain diseases (like tumors, Alzheimer’s, stroke, etc.) from medical images (MRI or CT scans) and provide explainable results — showing why the model made that decision (e.g., via heatmaps or saliency visualization).","LOVABLE","WEB","#3B82F6","Corporate & Professional","","2025-10-19 03:29:49.131","2025-10-19 03:36:56.905","2","true","false","34b7621c-6a3c-4b1b-954f-8fc8665b3133"
"8a0d522d-57eb-40d1-8d62-3eda3dbadb29","Sai Technologies Project","sai-technologies-project","This system is designed to be budget-friendly, scalable, and user-friendly, 
enabling Madura Papers to streamline production and expand its reach in the 
educational stationery sector.","BOLT","WEB","#06B6D4","Corporate & Professional","","2025-09-25 12:42:34.691","2025-09-25 12:46:01.733","1","true","false","c551f5eb-e5fa-4370-8187-8821196e9a76"
"8ab32da6-2939-4a88-b7dd-49eac88633fb","greenhouse_dashboard","greenhousedashboard","Build a React dashboard using Vite + React + shadcn/ui that simulates a digital greenhouse environment. The dashboard should include the following features:

Live Gauges for Sensor Factors

Temperature (°C)

Humidity (%)

CO₂ (ppm)

Soil Moisture (%)

Light (lux)

Ventilation (%)

Nutrient EC & pH

Gauges should be color-coded based on thresholds (Green = safe, Yellow = caution, Red = critical)

Trend Charts

Show trends for all 7 factors over time

Use Recharts or similar library

Responsive, scrollable, color-coded lines

Action Timeline Panel

Logs actions taken by the system (ventilation, irrigation, lighting)

Shows timestamp + description + reason

Control Panel

Manual override for Vent, Irrigation, CO₂ dosing, Lighting, Fertilization

Use sliders, toggles, or range inputs

Updates the simulator in real-time

Alerts Panel

Highlights critical conditions (e.g., temperature too high, humidity too low, pH out of range)

Uses badges or colored cards for warnings

End-of-Run Report Panel (Optional)

Summarizes water usage, average temperature/humidity, CO₂ & fertilizer used, alerts triggered

Functional Requirements:

Data comes from a simulated greenhouse environment (randomized within realistic bounds)

Dashboard should be fully modular: separate components for gauges, charts, timeline, controls, alerts

Integrate with WebSocket or API to receive real-time data from a Python backend

Explainable actions: each logged action should show the reason it was taken

Styling:

Use shadcn/ui components (Card, CardHeader, CardContent, CardTitle, Badge)

Responsive grid layout

Soft shadows, 2xl rounded corners

Color-coded indicators for safety levels

Output:

Complete React component structure (App.jsx + reusable components)

Live updating simulation of sensor data

Trend charts, timeline, control panel, alerts fully working","CURSOR","WEB","#6366F1","Creative & Artistic","use React.js and javascript for functionalities and python for backend stuff","2025-10-11 07:18:17.174","2025-10-11 07:26:32.245","3","true","false","0dfee10e-c92f-4d04-aecd-0da88317f807"
"8af6abe5-abc1-48ea-adcd-f8bdd3439b27","3d car","3d-car","""Build a 3D car viewer in React (with Vite) using Three.js. Import a  car model and display it inside a responsive, fullscreen canvas. Add interactive floating UI buttons (like “Info”, “Start”, “Design Drawing”, “Close-up”) positioned around the car. When a user clicks a button, smoothly animate the camera to zoom in and focus on the relevant part of the car (using GSAP or Three.js camera controls). Include smooth transitions (ease-in-out) and make it mobile-friendly with orbit controls for free rotation. Make sure the car has PBR materials, shadows, and a subtle environment light to look realistic. Add hover effects for buttons and use React state to track which section is focused, updating the camera accordingly. Include comments in the code to explain each part (loading model, setting up lights, handling camera animations, UI integration).""","BOLT","WEB","#06B6D4","Modern & Minimalist","Smooth animation","2025-09-25 14:18:03.894","2025-09-25 14:18:03.894","0","true","false","c0eb305b-ae80-429b-a1e7-4197854ac802"
"8b3cd237-4427-4752-ac07-8bd721e010e5","Converter app","converter-app","Image text to audio converter","LOVABLE","MOBILE","#3B82F6","Educational & Learning","","2025-10-10 18:04:56.954","2025-10-10 18:05:57.446","1","true","false","d45f856a-a753-439f-9f87-34bbed9c80f9"
"8cf88e75-1540-4318-bda5-7214fb2c437b","Health Care","health-care","💡 Project Description:

HealthLink is an innovative mobile application designed to help users manage their health data and get emergency support instantly. The app provides a secure platform where users can log in, verify their identity through Aadhaar and phone number, and store important medical records such as prescriptions, medicines, allergies, and hospital visit details.

In emergency situations, HealthLink ensures quick access to vital health information like blood group, emergency contact, and medical history — which can save lives. It also detects nearby hospitals using location services for immediate help.

The app includes an AI Health Assistant that helps users with health-related questions, provides wellness tips, and can communicate through both voice and text. HealthLink also offers daily health tips, medicine reminders, and supports multiple languages (English, Tamil, and Hindi) to make healthcare accessible for everyone in India.

⚙ Key Features:

Secure login and OTP verification

Profile with Aadhaar, address, and location

Upload and view medical reports

One-tap emergency access

AI chatbot for health guidance

Daily health tips and medicine reminders

Multi-language support (English / Tamil / Hindi)

Nearby hospital detection via GPS


🎯 Goal:

To create a reliable digital health companion that helps users manage their health records easily and ensures immediate support during medical emergencies.

🧩 Impact:

HealthLink bridges the gap between patients, hospitals, and emergency services. It empowers users to take control of their health while ensuring their critical information is always accessible when it matters most.","LOVABLE","WEB","#10B981","Custom Style","Additional Notes:

Backend & Security: The app will use Firebase or a similar secure backend to store user data and handle OTP verification. All medical and personal data will be encrypted for privacy.

Location Access: Enables users to find nearby hospitals, clinics, and pharmacies during emergencies.

AI Assistant: Integrated chatbot to answer health queries and provide suggestions. Supports both voice and text input.

UI/UX Design: Clean, minimal, and mobile-friendly layout with icons, soft colors (blue, green, white), rounded buttons, and smooth navigation.

Emergency Mode: Shows vital health information instantly, even without login access, ensuring quick help.

Future Enhancements:

Integration with fitness tracking (steps, heart rate).

Doctor consultation booking.

Digital prescription uploads.

Health insurance and telemedicine features.


Multi-Language Support: English, Tamil, and Hindi, making it accessible to a wide user base in India.","2025-10-14 08:59:53.109","2025-10-14 09:00:31.447","1","true","false","23b18a86-bc05-416d-93c8-1688ec78ad37"
"8d52fe65-4645-4b55-ae42-9620ee699a26","NKmodern Technolyg","nkmodern-technolyg","this is service base company i have services marketing and technoloyg","OTHER","WEB","#3B82F6","Corporate & Professional","","2025-11-02 07:30:55.167","2025-11-02 07:31:43.647","1","true","false","f14b8b6a-9b9f-4837-bcbf-5761574c5198"
"8d5427b2-26aa-41a2-bcc6-0741bac0e777","Freshly Baked Delights","freshly-baked-delights","Create a modern, responsive bakery website for Kovai Sweets.
The website should have a warm and inviting design theme with colors like cream, brown, and pastel shades that reflect the freshness of baked goods.

The site should include:

Home Page – Hero section with a background image of fresh bread/cakes, bakery tagline, and a ""Shop Now"" button.

Menu/Products Page – Showcase cakes, pastries, breads, cookies, and other items with images, descriptions, and prices.

About Us Page – Story of the bakery, values, and why customers love it.

Order/Booking Page – Allow users to place orders online or pre-book cakes for special occasions.

Contact Page – Bakery address, Google Map integration, contact number, email, and a contact form.

Footer – Social media links, opening hours, and copyright.","CURSOR","WEB","#ec734b","Creative & Artistic","web application is user friendly and responsive","2025-09-24 10:50:39.23","2025-09-24 10:51:26.582","1","true","false","570cb1bb-ebd6-47d1-9886-b4c3da4f4f25"
"8e34ffb6-8ba1-485d-b393-e0ef9031d399","Attendance management system","attendance-management-system","Router-Based Authentication Flow
1. Teacher Module (Mostly unchanged)

OTP Generation & Broadcast → Same as before (teacher generates & announces OTP).

Attendance Monitoring & Reports → Same as before.

Fallback QR Code → Still available.

2. Student Module (Modified)
Attendance Input via WiFi

When the teacher generates an OTP:

Student enters OTP manually (or via a simple app click).

System checks if the student’s device is connected to the classroom’s router (SSID/BSSID check).

Authentication & Validation

Step 1: Device-WiFi Check

Student device must be connected to the class-specific router (unique MAC/SSID/BSSID identifies the classroom).

Step 2: OTP Verification

Student enters/speaks OTP → compared with teacher’s generated OTP.

✅ If both checks pass → attendance marked.

Fallback via QR

If WiFi check fails (student not connected, network glitch), QR option remains.

Attendance Insights

Same as before (history, subject percentage, alerts).

3. Database & Backend

Store:

Student details, device MAC address, session logs, OTPs, attendance records.

Verification:

Student ↔ Device MAC binding (to prevent sharing hotspot/proxy).

Access roles: unchanged.","CURSOR","MOBILE","#84CC16","Creative & Artistic","","2025-10-10 03:59:59.994","2025-10-10 04:10:38.384","2","true","false","3f6ebdc1-786d-408d-8cad-f7083e6082d4"
"8fec4b41-e48a-421c-b4b2-7bf5adef9ef6","DAKH EDU SOLUTION","dakh-edu-solution","DAKH EDU SOLUTIONS IS A STARTUP WE NEED TO MAKE ONE WEBSITE WHICH SHOWS UPCOMING EVENTS, WEBMINARS, COURSES CONNECTED WITH YOUTUBE AND INTERN SHIP FORM FILLING , AND WE PROVIDE SOME SERVICES LIKE WEBDEV APP DEVELOPMENT ALSO ADD","OTHER","WEB","#f07ae8","Educational & Learning","Look like professional company","2025-10-11 05:18:01.477","2025-10-11 05:21:10.186","2","true","false","7d7a661d-13a8-4728-bb75-feac1caa5700"
"91619513-471e-4ad6-91da-88666ea86d99","SEO & Website report","seo-website-report","SEO & Website report","LOVABLE","WEB","#7a3afa","Corporate & Professional","","2025-09-25 06:45:46.124","2025-09-25 06:51:43.109","2","true","false","811dd9e2-6772-44d0-8399-5b1c82fb722e"
"9200c3e9-68b6-48a0-b296-58c0277eb608","CBM Tunnel Booster Fan","cbm-tunnel-booster-fan","My project is to monitor a tunnel booster fans using a sensors like temperature sensor used for monitoring tunnel temperature , current sensor used for monitoring current flow of booster fan and vibration sensor to monitoring the vibration level of booster fan .Then it send data to arduino micro-controller to compare with thershold value and store the details in cloud and update the data in app to display the status to make maintanence of the tunnel booster fans and with the help of AI it will generate the schedule for the maintanence","CURSOR","MOBILE","#10B981","Corporate & Professional","the user interface must be user friendly and unique","2025-09-27 01:27:19.421","2025-09-27 01:28:43.73","1","true","false","1d610fdb-589a-4ba4-9274-5ff4df6bc727"
"926fdfed-e124-4d48-bde1-dda58a7ec1a5","Connect out ways","connect-out-ways","Connect Out Ways is a smart travel-sharing platform that connects people heading to the same destination. The app helps users who own a vehicle and others who wish to travel to the same place share their journey and fuel costs. One user provides the vehicle, while the other contributes a fair share of the fuel expenses — making travel more affordable, eco-friendly, and social.","LOVABLE","HYBRID","#F59E0B","Social & Community","1. Transaction System:

All payments between users (rider and vehicle owner) are handled securely within the app.

Users can split fuel costs based on distance or fuel price estimates.

The app integrates a secure payment gateway (like Razorpay, Stripe, or Paytm) to handle digital transactions.

Each completed ride automatically calculates the share amount and processes payment directly to the vehicle owner’s wallet inside the app.


2. Profit / Revenue Model:

The app earns a small service fee (e.g., 5–10%) on every successful transaction.

Optional premium membership can offer benefits such as priority ride-matching, verified badges, or zero service fee.

Advertisements from local businesses, travel services, or fuel brands can add secondary income.

Referral bonuses can attract new users while maintaining user engagement.


3. Wallet & Payout System:

Drivers can withdraw their earnings to bank accounts or UPI after reaching a minimum balance.

The system maintains transparent transaction logs for every ride.


4. Security & Trust:

All payment data is encrypted to ensure safety.

Refund and dispute systems are available in case of cancellations or failed trips.



---

💡 Example Profit Flow:

1. Rider pays ₹200 for shared fuel cost.


2. App takes 5% commission → ₹10profit for you.


3. Vehicle owner receives ₹180 directly in their app wallet.","2025-11-02 02:13:09.862","2025-11-02 02:14:29.978","2","true","false","442fb904-2e22-434f-86de-21dd6548d9a1"
"92fe4afa-174f-4706-8528-510baf8f6a1c","weather predation","weather-predation","Weather Prediction Project: Predicts future weather conditions like temperature, humidity, and rainfall using machine learning based on historical data.","LOVABLE","MOBILE","#06B6D4","Corporate & Professional","in app open world any city then output is weather show with real time","2025-10-21 06:38:33.737","2025-10-21 06:39:40.47","1","true","false","b2e72d8d-1f8b-4e28-b949-46467b2721b7"
"93d8f6fc-1eba-409b-b77c-4c3bc1300145","Obii studio","obii-studio","i want scroll to reveal animation for every section.
the primary color is #151828
secondary color is  #ba933e
and white.
the hero section was should be stunning  atract user.
i want below listed sections.
navbar hero, about us, gallery, service, pricing, contact us with booking form and footer
the stack
html and tailwind for design and js 
gsap for scroll to reveal animation.","CURSOR","WEB","#151828","Gaming & Entertainment","","2025-11-03 15:39:39.846","2025-11-03 15:48:15.018","3","true","false","079770a6-bafd-4d5a-a6f3-cbddfdda57af"
"9452e6ac-1f8f-4ef8-aa43-862866ac0540","online course progress tracker","online-course-progress-tracker","The Online Course Progress Tracker is a web-based platform that helps learners track their course completion status, assignments, quiz scores, and overall performance. The system provides separate interfaces for Admin and User (Student).
Admins can manage courses, users, and track learning analytics, while users can view enrolled courses, monitor progress, and receive feedback. This ensures a transparent and efficient online learning experience.","OTHER","WEB","#06B6D4","Educational & Learning","","2025-10-16 16:36:17.554","2025-10-16 16:37:49.455","1","true","false","3797bf78-9e3a-4072-b18e-9dca406fa1c0"
"95653c48-08c0-40f2-bf29-23955003f03d","canteen","canteen-1","for college purpose","CLAUDE","HYBRID","#F97316","Modern & Minimalist","","2025-10-22 16:19:08.373","2025-10-22 16:19:08.373","0","true","false","6174e150-a880-43c4-a047-a0dcbe59c1b8"
"956e0b99-73a8-419c-9af9-1ae2d3425470","gst invoice genraror","gst-invoice-genraror","gst invoice genraror consignee adress and details if gives input as a gst number its goes to fetch the details","CLAUDE","WEB","#F59E0B","Corporate & Professional","","2025-09-24 03:55:11.34","2025-09-24 03:55:58.322","1","true","false","3343bf26-4bfb-445b-b0e2-cc0582f7e9d5"
